date,equity,positions_count,holdings,cash,deployed
2021-05-05 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-06 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-07 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-10 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-11 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-12 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-14 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-17 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-18 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-19 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-20 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-21 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-24 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-25 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-26 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-27 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-28 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-05-31 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-01 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-02 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-03 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-04 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-07 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-08 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-09 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-10 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-11 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-14 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-15 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-16 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-17 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-18 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-21 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-22 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-23 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-24 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-25 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-28 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-29 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-06-30 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-01 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-02 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-05 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-06 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-07 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-08 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-09 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-12 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-13 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-14 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-15 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-16 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-19 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-20 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-22 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-23 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-26 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-27 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-28 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-29 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-07-30 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-02 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-03 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-04 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-05 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-06 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-09 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-10 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-11 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-12 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-13 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-16 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-17 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-18 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-20 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-23 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-24 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-25 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-26 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-27 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-30 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-08-31 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-01 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-02 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-03 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-06 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-07 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-08 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-09 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-13 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-14 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-15 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-16 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-17 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-20 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-21 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-22 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-23 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-24 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-27 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-28 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-29 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-09-30 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-01 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-04 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-05 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-06 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-07 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-08 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-11 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-12 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-13 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-14 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-18 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-19 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-20 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-21 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-22 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-25 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-26 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-27 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-28 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-10-29 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-01 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-02 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-03 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-04 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-08 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-09 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-10 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-11 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-12 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-15 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-16 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-17 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-18 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-22 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-23 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-24 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-25 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-26 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-29 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-11-30 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-01 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-02 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-03 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-06 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-07 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-08 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-09 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-10 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-13 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-14 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-15 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-16 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-17 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-20 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-21 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-22 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-23 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-24 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-27 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-28 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-29 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-30 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2021-12-31 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2022-01-03 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2022-01-04 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2022-01-05 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2022-01-06 00:00:00+05:30,1000000.0,0,[],1000000.0,0.0
2022-01-07 00:00:00+05:30,1000000.0,2,"['CCL', 'SHARDACROP']",763263.45,236736.55
2022-01-10 00:00:00+05:30,1002030.4500000001,7,"['CCL', 'SHARDACROP', 'GREAVESCOT', 'BALRAMCHIN', 'INDIACEM', 'REDINGTON', 'AAVAS']",390556.3,611474.15
2022-01-11 00:00:00+05:30,1012123.2000000001,7,"['CCL', 'SHARDACROP', 'GREAVESCOT', 'BALRAMCHIN', 'INDIACEM', 'REDINGTON', 'AAVAS']",390556.3,621566.9
2022-01-12 00:00:00+05:30,1010406.0,7,"['CCL', 'SHARDACROP', 'GREAVESCOT', 'BALRAMCHIN', 'INDIACEM', 'REDINGTON', 'AAVAS']",390556.3,619849.7
2022-01-13 00:00:00+05:30,1018945.5500000002,7,"['CCL', 'SHARDACROP', 'GREAVESCOT', 'BALRAMCHIN', 'INDIACEM', 'REDINGTON', 'AAVAS']",390556.3,628389.25
2022-01-14 00:00:00+05:30,1019946.65,7,"['CCL', 'SHARDACROP', 'GREAVESCOT', 'BALRAMCHIN', 'INDIACEM', 'REDINGTON', 'AAVAS']",390556.3,629390.35
2022-01-17 00:00:00+05:30,1033690.0,12,"['CCL', 'SHARDACROP', 'GREAVESCOT', 'BALRAMCHIN', 'INDIACEM', 'REDINGTON', 'AAVAS', 'DEEPAKFERT', 'PRAJIND', 'SPARC', 'RAIN', 'NBCC']",191481.78,842208.22
2022-01-18 00:00:00+05:30,1007326.48,12,"['AAVAS', 'RAIN', 'NBCC', 'INDIACEM', 'CCL', 'SHARDACROP', 'REDINGTON', 'SPARC', 'PRAJIND', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",191481.78,815844.7
2022-01-19 00:00:00+05:30,1011172.81,12,"['AAVAS', 'RAIN', 'NBCC', 'INDIACEM', 'SHARDACROP', 'CCL', 'REDINGTON', 'SPARC', 'PRAJIND', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",210892.18,800280.63
2022-01-20 00:00:00+05:30,1023625.68,12,"['AAVAS', 'NBCC', 'REDINGTON', 'RAIN', 'SHARDACROP', 'INDIACEM', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",210892.18,812733.5
2022-01-21 00:00:00+05:30,1012176.36,12,"['AAVAS', 'NBCC', 'REDINGTON', 'RAIN', 'SHARDACROP', 'INDIACEM', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",210892.18,801284.18
2022-01-24 00:00:00+05:30,996190.8500000001,8,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",389206.65,606984.2
2022-01-25 00:00:00+05:30,1027140.3500000001,8,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",417050.2,610090.15
2022-01-27 00:00:00+05:30,1048020.85,8,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",417050.2,630970.65
2022-01-28 00:00:00+05:30,1058944.75,8,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",417050.2,641894.55
2022-01-31 00:00:00+05:30,1061282.6500000001,8,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT']",417050.2,644232.45
2022-02-01 00:00:00+05:30,1071840.8000000003,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT', 'HSCL', 'CHOLAFIN']",326776.15,745064.65
2022-02-02 00:00:00+05:30,1090018.2,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT', 'HSCL', 'CHOLAFIN']",326776.15,763242.05
2022-02-03 00:00:00+05:30,1111391.15,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT', 'HSCL', 'CHOLAFIN']",326776.15,784615.0
2022-02-04 00:00:00+05:30,1115149.1999999997,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT', 'HSCL', 'CHOLAFIN']",336577.9,778571.3
2022-02-07 00:00:00+05:30,1107166.6,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT', 'HSCL', 'CHOLAFIN']",336577.9,770588.7
2022-02-08 00:00:00+05:30,1075821.7000000002,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'GREAVESCOT', 'HSCL', 'CHOLAFIN']",336577.9,739243.8
2022-02-09 00:00:00+05:30,1081143.35,9,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN']",434564.8,646578.55
2022-02-10 00:00:00+05:30,1073909.25,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",386522.65,687386.6
2022-02-11 00:00:00+05:30,1055349.2500000002,10,"['AAVAS', 'SHARDACROP', 'CCL', 'PRAJIND', 'SPARC', 'DEEPAKFERT', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",386522.65,668826.6
2022-02-14 00:00:00+05:30,1029150.95,8,"['AAVAS', 'SHARDACROP', 'CCL', 'SPARC', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",445721.05,583429.9
2022-02-15 00:00:00+05:30,1037554.8500000001,8,"['AAVAS', 'SHARDACROP', 'CCL', 'SPARC', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",445721.05,591833.8
2022-02-16 00:00:00+05:30,1036380.8,8,"['AAVAS', 'SHARDACROP', 'CCL', 'SPARC', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",445721.05,590659.75
2022-02-17 00:00:00+05:30,1032821.8500000001,8,"['AAVAS', 'SHARDACROP', 'CCL', 'SPARC', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",445721.05,587100.8
2022-02-18 00:00:00+05:30,1032580.8,6,"['AAVAS', 'SPARC', 'BALRAMCHIN', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",733616.15,298964.65
2022-02-21 00:00:00+05:30,1026965.0,4,"['SPARC', 'HSCL', 'CHOLAFIN', 'KARURVYSYA']",858665.75,168299.25
2022-02-22 00:00:00+05:30,1023530.8,1,['CHOLAFIN'],979960.0,43570.8
2022-02-23 00:00:00+05:30,1023070.9,1,['CHOLAFIN'],979960.0,43110.9
2022-02-24 00:00:00+05:30,1020774.55,1,['CHOLAFIN'],979960.0,40814.55
2022-02-25 00:00:00+05:30,1023039.4,1,['CHOLAFIN'],979960.0,43079.4
2022-02-28 00:00:00+05:30,1023489.85,1,['CHOLAFIN'],979960.0,43529.85
2022-03-02 00:00:00+05:30,1022765.35,1,['CHOLAFIN'],979960.0,42805.35
2022-03-03 00:00:00+05:30,1022541.7,1,['CHOLAFIN'],979960.0,42581.7
2022-03-04 00:00:00+05:30,1021445.5,1,['CHOLAFIN'],979960.0,41485.5
2022-03-07 00:00:00+05:30,1018219.9,1,['CHOLAFIN'],979960.0,38259.9
2022-03-08 00:00:00+05:30,1018739.65,1,['CHOLAFIN'],979960.0,38779.65
2022-03-09 00:00:00+05:30,1020311.5,1,['CHOLAFIN'],979960.0,40351.5
2022-03-10 00:00:00+05:30,1022198.35,1,['CHOLAFIN'],979960.0,42238.35
2022-03-11 00:00:00+05:30,1022261.35,1,['CHOLAFIN'],979960.0,42301.35
2022-03-14 00:00:00+05:30,1022752.75,1,['CHOLAFIN'],979960.0,42792.75
2022-03-15 00:00:00+05:30,1023165.4,0,[],1023165.4,0.0
2022-03-16 00:00:00+05:30,1023165.4,0,[],1023165.4,0.0
2022-03-17 00:00:00+05:30,1023165.4,0,[],1023165.4,0.0
2022-03-21 00:00:00+05:30,1023165.4,3,"['TNPL', 'CHENNPETRO', 'VOLTAS']",653899.1,369266.3
2022-03-22 00:00:00+05:30,1026633.25,3,"['TNPL', 'CHENNPETRO', 'VOLTAS']",653899.1,372734.15
2022-03-23 00:00:00+05:30,1023224.45,3,"['TNPL', 'CHENNPETRO', 'VOLTAS']",653899.1,369325.35
