date,symbol,rs_score,reason
2024-07-02 00:00:00+05:30,JKCEMENT,-0.07,max positions
2024-07-03 00:00:00+05:30,ORIENTCEM,0.42,max positions
2024-07-03 00:00:00+05:30,OMAXE,0.27,max positions
2024-07-03 00:00:00+05:30,BBTC,0.22,max positions
2024-07-03 00:00:00+05:30,INDIACEM,0.2,max positions
2024-07-03 00:00:00+05:30,CENTURYPLY,0.01,max positions
2024-07-03 00:00:00+05:30,FSL,0.01,max positions
2024-07-03 00:00:00+05:30,APOLLOTYRE,0,max positions
2024-07-03 00:00:00+05:30,RUPA,-0.02,max positions
2024-07-03 00:00:00+05:30,CAPLIPOINT,-0.04,max positions
2024-07-03 00:00:00+05:30,GNFC,-0.05,max positions
2024-07-03 00:00:00+05:30,JKCEMENT,-0.05,max positions
2024-07-04 00:00:00+05:30,ORIENTCEM,0.39,max positions
2024-07-04 00:00:00+05:30,BBTC,0.19,max positions
2024-07-04 00:00:00+05:30,INDIACEM,0.17,max positions
2024-07-04 00:00:00+05:30,OMAXE,0.14,max positions
2024-07-04 00:00:00+05:30,FSL,0.03,max positions
2024-07-04 00:00:00+05:30,CENTURYPLY,0.02,max positions
2024-07-04 00:00:00+05:30,BATAINDIA,0.01,max positions
2024-07-04 00:00:00+05:30,APOLLOTYRE,-0.02,max positions
2024-07-04 00:00:00+05:30,CAPLIPOINT,-0.04,max positions
2024-07-04 00:00:00+05:30,GNFC,-0.06,max positions
2024-07-04 00:00:00+05:30,RUPA,-0.07,max positions
2024-07-04 00:00:00+05:30,JKCEMENT,-0.07,max positions
2024-07-05 00:00:00+05:30,BBTC,0.19,max positions
2024-07-05 00:00:00+05:30,ORIENTCEM,0.18,max positions
2024-07-05 00:00:00+05:30,OMAXE,0.15,max positions
2024-07-05 00:00:00+05:30,INDIACEM,0.14,max positions
2024-07-05 00:00:00+05:30,FSL,0.06,max positions
2024-07-05 00:00:00+05:30,CENTURYPLY,0.05,max positions
2024-07-05 00:00:00+05:30,BATAINDIA,0,max positions
2024-07-05 00:00:00+05:30,CAPLIPOINT,-0.02,max positions
2024-07-05 00:00:00+05:30,APOLLOTYRE,-0.03,max positions
2024-07-05 00:00:00+05:30,RUPA,-0.06,max positions
2024-07-05 00:00:00+05:30,JKCEMENT,-0.1,max positions
2024-07-05 00:00:00+05:30,GNFC,-0.1,max positions
2024-07-08 00:00:00+05:30,NIACL,0.11,max positions
2024-07-08 00:00:00+05:30,BAJAJHLDNG,0.11,max positions
2024-07-08 00:00:00+05:30,WIPRO,0.07,max positions
2024-07-08 00:00:00+05:30,WELCORP,-0.04,max positions
2024-07-09 00:00:00+05:30,BAJAJHLDNG,0.1,max positions
2024-07-09 00:00:00+05:30,WIPRO,0.06,max positions
2024-07-09 00:00:00+05:30,WELCORP,0.02,max positions
2024-07-09 00:00:00+05:30,NIACL,0,max positions
2024-07-10 00:00:00+05:30,WIPRO,0.06,max positions
2024-07-10 00:00:00+05:30,WELCORP,0.04,max positions
2024-07-10 00:00:00+05:30,NIACL,0,max positions
2024-07-11 00:00:00+05:30,WELCORP,0.09,max positions
2024-07-11 00:00:00+05:30,NIACL,0.06,max positions
2024-07-11 00:00:00+05:30,WIPRO,0.06,max positions
2024-07-12 00:00:00+05:30,NIACL,0.11,max positions
2024-07-12 00:00:00+05:30,WELCORP,-0.01,max positions
2024-07-15 00:00:00+05:30,PCJEWELLER,0.25,max positions
2024-07-15 00:00:00+05:30,GREAVESCOT,0.07,max positions
2024-07-15 00:00:00+05:30,SUVEN,0.05,max positions
2024-07-15 00:00:00+05:30,SYNGENE,-0.01,max positions
2024-07-15 00:00:00+05:30,TCS,-0.02,max positions
2024-07-15 00:00:00+05:30,TVTODAY,-0.08,max positions
2024-07-16 00:00:00+05:30,PCJEWELLER,0.31,max positions
2024-07-16 00:00:00+05:30,SUVEN,0.1,max positions
2024-07-16 00:00:00+05:30,GREAVESCOT,0.06,max positions
2024-07-16 00:00:00+05:30,SYNGENE,0,max positions
2024-07-16 00:00:00+05:30,TCS,-0.05,max positions
2024-07-16 00:00:00+05:30,TVTODAY,-0.06,max positions
2024-07-18 00:00:00+05:30,GREAVESCOT,0.04,max positions
2024-07-18 00:00:00+05:30,SYNGENE,0.02,max positions
2024-07-18 00:00:00+05:30,TCS,-0.04,max positions
2024-07-18 00:00:00+05:30,TVTODAY,-0.1,max positions
2024-07-19 00:00:00+05:30,GREAVESCOT,0.04,max positions
2024-07-19 00:00:00+05:30,SYNGENE,0.02,max positions
2024-07-19 00:00:00+05:30,TCS,-0.02,max positions
2024-07-19 00:00:00+05:30,TVTODAY,-0.1,max positions
2024-08-26 00:00:00+05:30,INDOCO,0.04,max positions
2024-08-27 00:00:00+05:30,INDOCO,0.05,max positions
2024-08-28 00:00:00+05:30,INDOCO,0.06,max positions
2025-05-19 00:00:00+05:30,SOUTHBANK,0.06,max positions
2025-05-20 00:00:00+05:30,SOUTHBANK,0.08,max positions
2025-05-21 00:00:00+05:30,SOUTHBANK,0.08,max positions
2025-05-22 00:00:00+05:30,SOUTHBANK,0.05,max positions
2025-05-23 00:00:00+05:30,SOUTHBANK,0.02,max positions
2025-05-26 00:00:00+05:30,GRAPHITE,0.18,max positions
2025-05-26 00:00:00+05:30,ENDURANCE,0.15,max positions
2025-05-26 00:00:00+05:30,VRLLOG,0.07,max positions
2025-05-27 00:00:00+05:30,ENDURANCE,0.18,max positions
2025-05-27 00:00:00+05:30,VRLLOG,0.09,max positions
2025-05-28 00:00:00+05:30,ENDURANCE,0.18,max positions
2025-05-28 00:00:00+05:30,VRLLOG,0.11,max positions
2025-05-29 00:00:00+05:30,ENDURANCE,0.16,max positions
2025-05-29 00:00:00+05:30,VRLLOG,0.07,max positions
2025-05-30 00:00:00+05:30,ENDURANCE,0.15,max positions
2025-05-30 00:00:00+05:30,VRLLOG,0.08,max positions
2025-06-02 00:00:00+05:30,SHILPAMED,0.28,max positions
2025-06-02 00:00:00+05:30,ICRA,0.12,max positions
2025-06-02 00:00:00+05:30,WELCORP,0.03,max positions
2025-06-02 00:00:00+05:30,PGHL,-0.01,max positions
2025-06-03 00:00:00+05:30,SHARDACROP,0.35,max positions
2025-06-03 00:00:00+05:30,SHILPAMED,0.2,max positions
2025-06-03 00:00:00+05:30,ICRA,0.11,max positions
2025-06-03 00:00:00+05:30,WELCORP,0.04,max positions
2025-06-03 00:00:00+05:30,PGHL,0,max positions
2025-06-04 00:00:00+05:30,SHARDACROP,0.4,max positions
2025-06-04 00:00:00+05:30,SHILPAMED,0.22,max positions
2025-06-04 00:00:00+05:30,ICRA,0.08,max positions
2025-06-04 00:00:00+05:30,WELCORP,0.03,max positions
2025-06-04 00:00:00+05:30,PGHL,-0.02,max positions
2025-06-05 00:00:00+05:30,SHARDACROP,0.32,max positions
2025-06-05 00:00:00+05:30,SHILPAMED,0.28,max positions
2025-06-05 00:00:00+05:30,ICRA,0.07,max positions
2025-06-05 00:00:00+05:30,WELCORP,0.01,max positions
2025-06-05 00:00:00+05:30,PGHL,-0.04,max positions
2025-06-06 00:00:00+05:30,SHILPAMED,0.25,max positions
2025-06-06 00:00:00+05:30,SHARDACROP,0.25,max positions
2025-06-06 00:00:00+05:30,ICRA,0.09,max positions
2025-06-06 00:00:00+05:30,WELCORP,0.01,max positions
2025-06-06 00:00:00+05:30,PGHL,-0.08,max positions
2025-06-09 00:00:00+05:30,GODREJAGRO,-0.04,max positions
2025-06-10 00:00:00+05:30,GODREJAGRO,-0.05,max positions
2025-06-11 00:00:00+05:30,GODREJAGRO,-0.06,max positions
2025-06-12 00:00:00+05:30,GODREJAGRO,-0.06,max positions
2025-06-13 00:00:00+05:30,GODREJAGRO,-0.03,max positions
2025-11-03 00:00:00+05:30,IDBI,0.1,max positions
2025-11-04 00:00:00+05:30,IDBI,-0.01,max positions
2025-11-06 00:00:00+05:30,IDBI,0,max positions
2025-11-07 00:00:00+05:30,IDBI,0.04,max positions
2025-11-10 00:00:00+05:30,REDINGTON,0.19,max positions
2025-11-10 00:00:00+05:30,3MINDIA,0.15,max positions
2025-11-10 00:00:00+05:30,INTELLECT,0.08,max positions
2025-11-11 00:00:00+05:30,REDINGTON,0.18,max positions
2025-11-11 00:00:00+05:30,3MINDIA,0.13,max positions
2025-11-11 00:00:00+05:30,INTELLECT,0.08,max positions
2025-11-12 00:00:00+05:30,REDINGTON,0.16,max positions
2025-11-12 00:00:00+05:30,INTELLECT,0.11,max positions
2025-11-12 00:00:00+05:30,3MINDIA,0.11,max positions
2025-11-12 00:00:00+05:30,ASTRAL,0.1,max positions
2025-11-13 00:00:00+05:30,REDINGTON,0.17,max positions
2025-11-13 00:00:00+05:30,3MINDIA,0.1,max positions
2025-11-13 00:00:00+05:30,INTELLECT,0.08,max positions
2025-11-14 00:00:00+05:30,3MINDIA,0.11,max positions
2025-11-14 00:00:00+05:30,INTELLECT,0.06,max positions
