Total Trades,Win Rate %,Avg Profit/Loss,Avg Open Positions,Starting Capital,Ending Capital,Total Net PnL,CAGR %,Max Drawdown %
263,59.32,4481.23,4.2,1000000,2178562.56,1178562.56,20.24,-8.74
