date,open,high,low,close,volume
2021-01-01 00:00:00+05:30,477.9,482.2,477.05,479.95,1501968
2021-01-04 00:00:00+05:30,484.9,494.4,482.35,489.25,3206596
2021-01-05 00:00:00+05:30,488.0,490.65,482.45,486.55,1724507
2021-01-06 00:00:00+05:30,487.0,504.6,481.7,491.05,7590353
2021-01-07 00:00:00+05:30,494.0,505.5,492.6,498.45,6607905
2021-01-08 00:00:00+05:30,504.9,509.0,496.25,500.0,4156351
2021-01-11 00:00:00+05:30,503.35,504.75,491.05,500.3,2784015
2021-01-12 00:00:00+05:30,500.0,535.0,496.55,523.0,15935064
2021-01-13 00:00:00+05:30,528.9,551.75,528.0,541.95,16661781
2021-01-14 00:00:00+05:30,548.0,554.0,534.1,535.95,5733798
2021-01-15 00:00:00+05:30,539.8,539.95,521.2,533.9,6761899
2021-01-18 00:00:00+05:30,533.9,535.1,503.75,510.45,5626246
2021-01-19 00:00:00+05:30,516.3,531.7,512.4,528.85,5481389
2021-01-20 00:00:00+05:30,529.8,543.0,526.2,536.0,6082428
2021-01-21 00:00:00+05:30,536.7,546.95,523.65,528.6,6349869
2021-01-22 00:00:00+05:30,531.8,537.2,517.0,519.3,3588732
2021-01-25 00:00:00+05:30,524.8,525.6,503.85,507.1,4117136
2021-01-27 00:00:00+05:30,507.95,514.9,489.2,492.85,5431254
2021-01-28 00:00:00+05:30,482.85,495.4,481.0,489.75,3861384
2021-01-29 00:00:00+05:30,504.0,504.65,471.6,475.3,5600660
2021-02-01 00:00:00+05:30,481.5,496.65,466.0,494.05,4358295
2021-02-02 00:00:00+05:30,499.5,523.4,497.85,519.6,4910238
2021-02-03 00:00:00+05:30,522.95,528.0,513.75,517.6,3559483
2021-02-04 00:00:00+05:30,517.6,535.0,513.0,529.7,4375696
2021-02-05 00:00:00+05:30,532.0,534.6,519.0,525.0,2596192
2021-02-08 00:00:00+05:30,529.8,540.0,525.95,535.75,2779603
2021-02-09 00:00:00+05:30,538.5,586.75,534.55,571.95,19308883
2021-02-10 00:00:00+05:30,577.7,577.8,552.6,561.05,7824688
2021-02-11 00:00:00+05:30,561.0,581.0,558.1,563.1,7590816
2021-02-12 00:00:00+05:30,566.0,569.4,554.25,560.95,2989444
2021-02-15 00:00:00+05:30,565.0,584.0,555.7,568.65,6137722
2021-02-16 00:00:00+05:30,572.0,589.9,568.85,583.7,9104300
2021-02-17 00:00:00+05:30,584.0,594.5,575.55,580.35,6047258
2021-02-18 00:00:00+05:30,586.0,599.35,582.2,591.1,7810691
2021-02-19 00:00:00+05:30,590.9,628.65,586.0,618.6,22374011
2021-02-22 00:00:00+05:30,626.0,643.0,616.0,637.15,16020738
2021-02-23 00:00:00+05:30,643.9,659.5,637.2,654.0,13630689
2021-02-24 00:00:00+05:30,659.0,677.0,648.5,672.3,6377043
2021-02-25 00:00:00+05:30,680.0,738.0,675.75,732.6,24769312
2021-02-26 00:00:00+05:30,730.0,757.5,712.5,739.5,27465351
2021-03-01 00:00:00+05:30,750.0,755.0,731.75,743.45,8707722
2021-03-02 00:00:00+05:30,745.0,746.0,723.1,733.65,7804433
2021-03-03 00:00:00+05:30,738.0,782.0,735.45,776.45,12732034
2021-03-04 00:00:00+05:30,764.9,792.05,759.75,772.3,10104938
2021-03-05 00:00:00+05:30,774.8,779.35,738.0,748.55,7005537
2021-03-08 00:00:00+05:30,761.0,777.0,753.05,768.5,7124305
2021-03-09 00:00:00+05:30,775.0,775.9,751.5,762.8,3961473
2021-03-10 00:00:00+05:30,769.5,774.2,763.0,767.0,2868563
2021-03-12 00:00:00+05:30,774.0,795.0,770.0,783.85,8922262
2021-03-15 00:00:00+05:30,790.0,794.4,765.3,782.25,5671286
2021-03-16 00:00:00+05:30,786.9,786.9,770.6,777.2,4118140
2021-03-17 00:00:00+05:30,777.0,777.0,729.35,733.05,5788155
2021-03-18 00:00:00+05:30,743.0,752.9,705.25,715.15,8695141
2021-03-19 00:00:00+05:30,709.3,759.0,690.2,752.05,18059484
2021-03-22 00:00:00+05:30,752.0,771.0,743.4,763.75,9238739
2021-03-23 00:00:00+05:30,766.95,774.0,756.25,766.15,4371135
2021-03-24 00:00:00+05:30,759.0,769.8,734.3,737.65,3847722
2021-03-25 00:00:00+05:30,742.0,743.95,712.0,731.05,7066714
2021-03-26 00:00:00+05:30,740.5,757.45,735.0,744.15,5428127
2021-03-30 00:00:00+05:30,749.35,761.75,743.05,752.25,4161789
2021-03-31 00:00:00+05:30,746.0,765.0,743.85,751.8,3557369
2021-04-01 00:00:00+05:30,758.8,791.7,755.1,779.1,7295960
2021-04-05 00:00:00+05:30,779.9,788.0,748.5,761.75,5260782
2021-04-06 00:00:00+05:30,772.0,815.0,760.4,809.1,12743464
2021-04-07 00:00:00+05:30,815.25,824.8,805.25,812.0,7321417
2021-04-08 00:00:00+05:30,817.0,833.95,813.25,819.45,4903152
2021-04-09 00:00:00+05:30,821.5,827.95,800.1,805.25,4304784
2021-04-12 00:00:00+05:30,790.0,790.0,744.65,750.3,6113675
2021-04-13 00:00:00+05:30,750.45,767.45,739.3,759.15,5478421
2021-04-15 00:00:00+05:30,745.0,759.95,731.0,748.95,4474232
2021-04-16 00:00:00+05:30,752.7,773.25,745.7,753.1,5047883
2021-04-19 00:00:00+05:30,731.0,740.0,718.2,732.2,4114175
2021-04-20 00:00:00+05:30,744.0,748.95,718.75,724.6,3571306
2021-04-22 00:00:00+05:30,712.0,738.15,711.0,734.45,4280782
2021-04-23 00:00:00+05:30,731.95,742.85,720.25,726.15,3557549
2021-04-26 00:00:00+05:30,731.0,742.0,728.0,733.65,2818442
2021-04-27 00:00:00+05:30,739.1,765.0,733.5,759.7,6234702
2021-04-28 00:00:00+05:30,767.0,777.25,760.1,764.65,5189267
2021-04-29 00:00:00+05:30,769.9,777.0,760.55,763.25,3586133
2021-04-30 00:00:00+05:30,758.25,797.0,750.35,792.45,9213112
2021-05-03 00:00:00+05:30,792.0,793.75,770.0,783.15,6753977
2021-05-04 00:00:00+05:30,750.0,757.8,704.85,708.55,23262075
2021-05-05 00:00:00+05:30,708.0,715.0,694.5,698.65,13401236
2021-05-06 00:00:00+05:30,700.0,703.95,670.55,676.5,9338596
2021-05-07 00:00:00+05:30,680.0,692.4,677.05,679.35,4530655
2021-05-10 00:00:00+05:30,685.0,689.8,681.05,683.8,2631876
2021-05-11 00:00:00+05:30,682.0,709.4,677.1,696.7,7844036
2021-05-12 00:00:00+05:30,701.7,735.1,694.6,722.35,10922532
2021-05-14 00:00:00+05:30,729.7,733.45,698.35,702.35,5789758
2021-05-17 00:00:00+05:30,705.45,713.25,690.35,704.05,3576459
2021-05-18 00:00:00+05:30,710.0,721.55,708.3,714.05,3194827
2021-05-19 00:00:00+05:30,714.9,723.9,709.7,712.4,2638010
2021-05-20 00:00:00+05:30,715.3,719.3,705.35,706.95,2222891
2021-05-21 00:00:00+05:30,710.0,715.95,706.35,707.85,1961840
2021-05-24 00:00:00+05:30,710.0,720.8,699.9,707.25,2863633
2021-05-25 00:00:00+05:30,712.4,713.75,698.1,703.45,2183985
2021-05-26 00:00:00+05:30,704.0,705.15,697.0,699.8,2075398
2021-05-27 00:00:00+05:30,703.6,703.75,690.3,691.75,2436381
2021-05-28 00:00:00+05:30,693.05,716.5,693.05,708.55,4321419
2021-05-31 00:00:00+05:30,710.95,713.55,701.05,703.85,2490566
2021-06-01 00:00:00+05:30,705.0,716.5,702.2,706.4,2217052
2021-06-02 00:00:00+05:30,705.95,713.65,704.9,711.85,1352949
2021-06-03 00:00:00+05:30,713.1,731.5,713.1,727.75,5645617
