symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl
MAHSEAMLES,2023-04-10 00:00:00+05:30,2023-04-24 00:00:00+05:30,380.6,425.6,227,10215
MINDACORP,2023-04-10 00:00:00+05:30,2023-04-24 00:00:00+05:30,254.45,266.1,263,3063.95
JKCEMENT,2023-04-10 00:00:00+05:30,2023-04-24 00:00:00+05:30,2935.05,2891.4,30,-1309.5
SYNGENE,2023-04-17 00:00:00+05:30,2023-04-28 00:00:00+05:30,611.6,677,67,4381.8
DLF,2023-04-17 00:00:00+05:30,2023-05-02 00:00:00+05:30,415.35,424.25,212,1886.8
OBEROIRLTY,2023-04-17 00:00:00+05:30,2023-05-02 00:00:00+05:30,916.8,915.5,88,-114.4
SYNGENE,2023-04-17 00:00:00+05:30,2023-05-02 00:00:00+05:30,611.6,694.8,68,5657.6
EXIDEIND,2023-04-17 00:00:00+05:30,2023-05-02 00:00:00+05:30,188.1,192.65,380,1729
JBCHEPHARM,2023-04-17 00:00:00+05:30,2023-05-02 00:00:00+05:30,1071.9,1040,53,-1690.7
IRCON,2023-04-24 00:00:00+05:30,2023-05-02 00:00:00+05:30,67.75,86.3,398,7382.9
PRSMJOHNSN,2023-04-24 00:00:00+05:30,2023-05-08 00:00:00+05:30,123.55,123.5,477,-23.85
IRCON,2023-04-24 00:00:00+05:30,2023-05-08 00:00:00+05:30,67.75,84.05,398,6487.4
ASHOKA,2023-04-24 00:00:00+05:30,2023-05-08 00:00:00+05:30,86.45,85.45,528,-528
TITAN,2023-04-24 00:00:00+05:30,2023-05-08 00:00:00+05:30,2629.55,2751.25,32,3894.4
GESHIP,2023-04-24 00:00:00+05:30,2023-05-08 00:00:00+05:30,645.6,667.7,51,1127.1
GSFC,2023-05-02 00:00:00+05:30,2023-05-16 00:00:00+05:30,158.99,167.2,527,4326.67
PRESTIGE,2023-05-02 00:00:00+05:30,2023-05-16 00:00:00+05:30,484.25,503.75,141,2749.5
HSCL,2023-05-02 00:00:00+05:30,2023-05-16 00:00:00+05:30,106.4,118.75,565,6977.75
NBCC,2023-05-02 00:00:00+05:30,2023-05-16 00:00:00+05:30,26.7,27.8,1818,1999.8
J&KBANK,2023-05-02 00:00:00+05:30,2023-05-16 00:00:00+05:30,57.8,55.9,666,-1265.4
JKTYRE,2023-05-08 00:00:00+05:30,2023-05-18 00:00:00+05:30,201.55,180.95,338,-6962.8
ENGINERSIN,2023-05-08 00:00:00+05:30,2023-05-22 00:00:00+05:30,98.9,100,667,733.7
STAR,2023-05-08 00:00:00+05:30,2023-05-22 00:00:00+05:30,326.65,319.8,213,-1459.05
HUDCO,2023-05-08 00:00:00+05:30,2023-05-22 00:00:00+05:30,56.1,56.2,890,89
SJVN,2023-05-08 00:00:00+05:30,2023-05-22 00:00:00+05:30,38,36,1479,-2958
KRBL,2023-05-22 00:00:00+05:30,2023-05-31 00:00:00+05:30,411.6,364.7,199,-9333.1
NESCO,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,623.15,617.15,232,-1392
LUPIN,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,774.4,820.3,149,6839.1
ASTRAL,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,1677.45,1884.85,25,5185
ASTRAL,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,1677.45,1884.85,26,5392.4
BAJAJCON,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,186.45,185.65,497,-397.6
HDFCLIFE,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,567,574.15,123,879.45
SHOPERSTOP,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,731.8,780.2,72,3484.8
GRINDWELL,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,2072,2089.35,21,364.35
TIMKEN,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,3243.4,3355,11,1227.6
PNCINFRA,2023-05-22 00:00:00+05:30,2023-06-05 00:00:00+05:30,318.9,314.05,93,-451.05
SUZLON,2023-06-05 00:00:00+05:30,2023-06-07 00:00:00+05:30,11.4,14.45,3512,10711.6
DIXON,2023-06-05 00:00:00+05:30,2023-06-15 00:00:00+05:30,3980.5,4577,12,7158
REPCOHOME,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,276.25,286.4,358,3633.7
SUZLON,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,11.4,14.55,3512,11062.8
KOLTEPATIL,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,344.05,336.1,227,-1804.65
DIXON,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,3980.5,4655.15,12,8095.8
ECLERX,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,857.4,890,89,2901.4
JMFINANCIL,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,72.15,75,894,2547.9
M&M,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,1395.4,1402.55,70,500.5
HONAUT,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,41132.5,42398.7,1,1266.2
ESCORTS,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,2195.65,2192.9,25,-68.75
GLAXO,2023-06-05 00:00:00+05:30,2023-06-19 00:00:00+05:30,1393.9,1415.25,40,854
SHREECEM,2023-06-19 00:00:00+05:30,2023-06-26 00:00:00+05:30,25999,23702.15,2,-4593.7
DBL,2023-06-19 00:00:00+05:30,2023-07-03 00:00:00+05:30,232.25,242.4,405,4110.75
MOTILALOFS,2023-06-19 00:00:00+05:30,2023-07-03 00:00:00+05:30,179.65,184.7,559,2822.95
CIPLA,2023-06-19 00:00:00+05:30,2023-07-03 00:00:00+05:30,1011.25,1001.8,178,-1682.1
BLISSGVS,2023-06-19 00:00:00+05:30,2023-07-03 00:00:00+05:30,81.9,80.15,902,-1578.5
ASTRAZEN,2023-06-19 00:00:00+05:30,2023-07-03 00:00:00+05:30,3650.55,3795.4,23,3331.55
JAGRAN,2023-06-19 00:00:00+05:30,2023-07-03 00:00:00+05:30,78.5,78.5,752,0
DABUR,2023-06-19 00:00:00+05:30,2023-07-03 00:00:00+05:30,569.15,582.25,149,1951.9
MFSL,2023-06-26 00:00:00+05:30,2023-07-10 00:00:00+05:30,745.8,809.35,63,4003.65
APLAPOLLO,2023-06-26 00:00:00+05:30,2023-07-10 00:00:00+05:30,1309.95,1308.1,33,-61.05
CASTROLIND,2023-06-26 00:00:00+05:30,2023-07-10 00:00:00+05:30,117.51,122.61,481,2453.1
HDFCBANK,2023-07-03 00:00:00+05:30,2023-07-11 00:00:00+05:30,859.9,824.2,123,-4391.1
GILLETTE,2023-07-03 00:00:00+05:30,2023-07-14 00:00:00+05:30,5014.5,5662,13,8417.5
GILLETTE,2023-07-03 00:00:00+05:30,2023-07-17 00:00:00+05:30,5014.5,5754,14,10353
BHARATFORG,2023-07-03 00:00:00+05:30,2023-07-17 00:00:00+05:30,840.6,866.3,147,3777.9
SUNPHARMA,2023-07-03 00:00:00+05:30,2023-07-17 00:00:00+05:30,1032.7,1077.6,121,5432.9
SAIL,2023-07-10 00:00:00+05:30,2023-07-24 00:00:00+05:30,90.05,89.9,1284,-192.6
KSCL,2023-07-10 00:00:00+05:30,2023-07-24 00:00:00+05:30,550.75,564.35,124,1686.4
MPHASIS,2023-07-17 00:00:00+05:30,2023-07-31 00:00:00+05:30,2028.2,2196.1,56,9402.4
JINDALSTEL,2023-07-17 00:00:00+05:30,2023-07-31 00:00:00+05:30,637.9,668.75,155,4781.75
ASHOKA,2023-07-17 00:00:00+05:30,2023-07-31 00:00:00+05:30,93.75,99.85,822,5014.2
