equity,,equity,date,
1000000.00,,1000000.00,26-04-2022,00:00:00+05:30
1000000.00,,1000000.00,27-04-2022,00:00:00+05:30
1000000.00,,1000000.00,28-04-2022,00:00:00+05:30
1000000.00,,1000000.00,29-04-2022,00:00:00+05:30
1000000.00,,1000000.00,02-05-2022,00:00:00+05:30
1000000.00,,1000000.00,04-05-2022,00:00:00+05:30
1000000.00,,1000000.00,05-05-2022,00:00:00+05:30
1000000.00,,1000000.00,06-05-2022,00:00:00+05:30
1000000.00,,1000000.00,09-05-2022,00:00:00+05:30
1000000.00,,1000000.00,10-05-2022,00:00:00+05:30
1000000.00,,1000000.00,11-05-2022,00:00:00+05:30
1000000.00,,1000000.00,12-05-2022,00:00:00+05:30
1000000.00,,1000000.00,13-05-2022,00:00:00+05:30
1000000.00,,1000000.00,16-05-2022,00:00:00+05:30
1000000.00,,1000000.00,17-05-2022,00:00:00+05:30
1000000.00,,1000000.00,18-05-2022,00:00:00+05:30
1000000.00,,1000000.00,19-05-2022,00:00:00+05:30
1000000.00,,1000000.00,20-05-2022,00:00:00+05:30
1000000.00,,1000000.00,23-05-2022,00:00:00+05:30
1000000.00,,1000000.00,24-05-2022,00:00:00+05:30
1000000.00,,1000000.00,25-05-2022,00:00:00+05:30
1000000.00,,1000000.00,26-05-2022,00:00:00+05:30
1000000.00,,1000000.00,27-05-2022,00:00:00+05:30
1000000.00,,1000000.00,30-05-2022,00:00:00+05:30
1000000.00,,1000000.00,31-05-2022,00:00:00+05:30
1000000.00,,1000000.00,01-06-2022,00:00:00+05:30
1000000.00,,1000000.00,02-06-2022,00:00:00+05:30
1000000.00,,1000000.00,03-06-2022,00:00:00+05:30
1000000.00,,1000000.00,06-06-2022,00:00:00+05:30
1000000.00,,1000000.00,07-06-2022,00:00:00+05:30
1000000.00,,1000000.00,08-06-2022,00:00:00+05:30
1000000.00,,1000000.00,09-06-2022,00:00:00+05:30
1000000.00,,1000000.00,10-06-2022,00:00:00+05:30
1000000.00,,1000000.00,13-06-2022,00:00:00+05:30
1000000.00,,1000000.00,14-06-2022,00:00:00+05:30
1000000.00,,1000000.00,15-06-2022,00:00:00+05:30
1000000.00,,1000000.00,16-06-2022,00:00:00+05:30
1000000.00,,1000000.00,17-06-2022,00:00:00+05:30
1000000.00,,1000000.00,20-06-2022,00:00:00+05:30
1000000.00,,1000000.00,21-06-2022,00:00:00+05:30
1000000.00,,1000000.00,22-06-2022,00:00:00+05:30
1000000.00,,1000000.00,23-06-2022,00:00:00+05:30
1000000.00,,1000000.00,24-06-2022,00:00:00+05:30
1000000.00,,1000000.00,27-06-2022,00:00:00+05:30
1000000.00,,1000000.00,28-06-2022,00:00:00+05:30
1000000.00,,1000000.00,29-06-2022,00:00:00+05:30
1000000.00,,1000000.00,30-06-2022,00:00:00+05:30
1000000.00,,1000000.00,01-07-2022,00:00:00+05:30
1000000.00,,1000000.00,04-07-2022,00:00:00+05:30
1000000.00,,1000000.00,05-07-2022,00:00:00+05:30
1000000.00,,1000000.00,06-07-2022,00:00:00+05:30
1000000.00,,1000000.00,07-07-2022,00:00:00+05:30
1000000.00,,1000000.00,08-07-2022,00:00:00+05:30
1000000.00,,1000000.00,11-07-2022,00:00:00+05:30
1000000.00,,1000000.00,12-07-2022,00:00:00+05:30
1000000.00,,1000000.00,13-07-2022,00:00:00+05:30
1000000.00,,1000000.00,14-07-2022,00:00:00+05:30
1000000.00,,1000000.00,15-07-2022,00:00:00+05:30
1000000.00,,1000000.00,18-07-2022,00:00:00+05:30
1000000.00,,1000000.00,19-07-2022,00:00:00+05:30
1000000.00,,1000000.00,20-07-2022,00:00:00+05:30
1000000.00,,1000000.00,21-07-2022,00:00:00+05:30
