date,symbol,rs_score,reason
2024-07-08 00:00:00+05:30,WIPRO,0.07,max positions (RS gap too small)
2024-07-08 00:00:00+05:30,WELCORP,-0.04,max positions (RS gap too small)
2024-07-09 00:00:00+05:30,BAJAJHLDNG,0.1,max positions (RS gap too small)
2024-07-09 00:00:00+05:30,WIPRO,0.06,max positions (RS gap too small)
2024-07-09 00:00:00+05:30,WELCORP,0.02,max positions (RS gap too small)
2024-07-09 00:00:00+05:30,NIACL,0,max positions (RS gap too small)
2024-07-10 00:00:00+05:30,BAJAJHLDNG,0.1,max positions (RS gap too small)
2024-07-10 00:00:00+05:30,WIPRO,0.06,max positions (RS gap too small)
2024-07-10 00:00:00+05:30,WELCORP,0.04,max positions (RS gap too small)
2024-07-10 00:00:00+05:30,NIACL,0,max positions (RS gap too small)
2024-07-11 00:00:00+05:30,BAJAJHLDNG,0.11,max positions (RS gap too small)
2024-07-11 00:00:00+05:30,WELCORP,0.09,max positions (RS gap too small)
2024-07-11 00:00:00+05:30,NIACL,0.06,max positions (RS gap too small)
2024-07-11 00:00:00+05:30,WIPRO,0.06,max positions (RS gap too small)
2024-07-12 00:00:00+05:30,WIPRO,0.13,max positions (RS gap too small)
2024-07-12 00:00:00+05:30,BAJAJHLDNG,0.13,max positions (RS gap too small)
2024-07-12 00:00:00+05:30,NIACL,0.11,max positions (RS gap too small)
2024-07-12 00:00:00+05:30,WELCORP,-0.01,max positions (RS gap too small)
2024-07-15 00:00:00+05:30,GREAVESCOT,0.07,max positions (RS gap too small)
2024-07-15 00:00:00+05:30,SUVEN,0.05,max positions (RS gap too small)
2024-07-15 00:00:00+05:30,SYNGENE,-0.01,max positions (RS gap too small)
2024-07-15 00:00:00+05:30,TCS,-0.02,max positions (RS gap too small)
2024-07-15 00:00:00+05:30,TVTODAY,-0.08,max positions (RS gap too small)
2024-07-16 00:00:00+05:30,SUVEN,0.1,max positions (RS gap too small)
2024-07-16 00:00:00+05:30,GREAVESCOT,0.06,max positions (RS gap too small)
2024-07-16 00:00:00+05:30,SYNGENE,0,max positions (RS gap too small)
2024-07-16 00:00:00+05:30,TCS,-0.05,max positions (RS gap too small)
2024-07-16 00:00:00+05:30,TVTODAY,-0.06,max positions (RS gap too small)
2024-07-18 00:00:00+05:30,GREAVESCOT,0.04,max positions (RS gap too small)
2024-07-18 00:00:00+05:30,SYNGENE,0.02,max positions (RS gap too small)
2024-07-18 00:00:00+05:30,TCS,-0.04,max positions (RS gap too small)
2024-07-18 00:00:00+05:30,TVTODAY,-0.1,max positions (RS gap too small)
2024-07-19 00:00:00+05:30,GREAVESCOT,0.04,max positions (RS gap too small)
2024-07-19 00:00:00+05:30,SYNGENE,0.02,max positions (RS gap too small)
2024-07-19 00:00:00+05:30,TCS,-0.02,max positions (RS gap too small)
2024-07-19 00:00:00+05:30,TVTODAY,-0.1,max positions (RS gap too small)
2024-07-22 00:00:00+05:30,IDBI,-0.05,max positions (RS gap too small)
2024-07-23 00:00:00+05:30,IDBI,-0.08,max positions (RS gap too small)
2024-07-24 00:00:00+05:30,IDBI,0.08,max positions (RS gap too small)
2024-07-25 00:00:00+05:30,IDBI,0.1,max positions (RS gap too small)
2024-07-26 00:00:00+05:30,IDBI,0.11,max positions (RS gap too small)
2024-07-29 00:00:00+05:30,APLLTD,0.16,max positions (RS gap too small)
2025-05-26 00:00:00+05:30,ENDURANCE,0.15,max positions (RS gap too small)
2025-05-26 00:00:00+05:30,VRLLOG,0.07,max positions (RS gap too small)
2025-05-27 00:00:00+05:30,VRLLOG,0.09,max positions (RS gap too small)
2025-05-28 00:00:00+05:30,VRLLOG,0.11,max positions (RS gap too small)
2025-05-29 00:00:00+05:30,VRLLOG,0.07,max positions (RS gap too small)
2025-05-30 00:00:00+05:30,VRLLOG,0.08,max positions (RS gap too small)
2025-06-02 00:00:00+05:30,ICRA,0.12,max positions (RS gap too small)
2025-06-02 00:00:00+05:30,WELCORP,0.03,max positions (RS gap too small)
2025-06-02 00:00:00+05:30,PGHL,-0.01,max positions (RS gap too small)
2025-06-03 00:00:00+05:30,ICRA,0.11,max positions (RS gap too small)
2025-06-03 00:00:00+05:30,WELCORP,0.04,max positions (RS gap too small)
2025-06-03 00:00:00+05:30,PGHL,0,max positions (RS gap too small)
2025-06-04 00:00:00+05:30,ICRA,0.08,max positions (RS gap too small)
2025-06-04 00:00:00+05:30,WELCORP,0.03,max positions (RS gap too small)
2025-06-04 00:00:00+05:30,PGHL,-0.02,max positions (RS gap too small)
2025-06-05 00:00:00+05:30,ICRA,0.07,max positions (RS gap too small)
2025-06-05 00:00:00+05:30,WELCORP,0.01,max positions (RS gap too small)
2025-06-05 00:00:00+05:30,PGHL,-0.04,max positions (RS gap too small)
2025-06-06 00:00:00+05:30,ICRA,0.09,max positions (RS gap too small)
2025-06-06 00:00:00+05:30,WELCORP,0.01,max positions (RS gap too small)
2025-06-06 00:00:00+05:30,PGHL,-0.08,max positions (RS gap too small)
2025-06-09 00:00:00+05:30,GODREJAGRO,-0.04,max positions (RS gap too small)
2025-06-10 00:00:00+05:30,GODREJAGRO,-0.05,max positions (RS gap too small)
2025-06-11 00:00:00+05:30,GODREJAGRO,-0.06,max positions (RS gap too small)
2025-06-12 00:00:00+05:30,GODREJAGRO,-0.06,max positions (RS gap too small)
2025-06-13 00:00:00+05:30,GODREJAGRO,-0.03,max positions (RS gap too small)
2025-11-10 00:00:00+05:30,3MINDIA,0.15,max positions (RS gap too small)
2025-11-10 00:00:00+05:30,INTELLECT,0.08,max positions (RS gap too small)
2025-11-11 00:00:00+05:30,3MINDIA,0.13,max positions (RS gap too small)
2025-11-11 00:00:00+05:30,INTELLECT,0.08,max positions (RS gap too small)
2025-11-12 00:00:00+05:30,INTELLECT,0.11,max positions (RS gap too small)
2025-11-12 00:00:00+05:30,3MINDIA,0.11,max positions (RS gap too small)
2025-11-12 00:00:00+05:30,ASTRAL,0.1,max positions (RS gap too small)
2025-11-13 00:00:00+05:30,3MINDIA,0.1,max positions (RS gap too small)
2025-11-13 00:00:00+05:30,INTELLECT,0.08,max positions (RS gap too small)
2025-11-14 00:00:00+05:30,INTELLECT,0.06,max positions (RS gap too small)
