Total Trades,Win Rate %,Avg Profit/Loss,Avg Open Positions,Starting Capital,Ending Capital,Total Net PnL,CAGR %,Max Drawdown %
308,59.42,4748.81,4.68,1000000,2462634.36,1462634.36,23.78,-8.69
