symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl
SUNTECK,2024-06-10 00:00:00+05:30,16-07-2024,524.75,630.05,73,7686.9
SUNTECK,2024-06-10 00:00:00+05:30,22-07-2024,524.75,609.75,170,14450
DBCORP,2024-06-10 00:00:00+05:30,22-07-2024,306.8,349.6,169,7233.2
PCJEWELLER,2024-07-15 00:00:00+05:30,26-07-2024,7.07,8.58,3797,5733.47
3MINDIA,2024-06-18 00:00:00+05:30,30-07-2024,37068.55,39600.65,3,7596.3
JUBLFOOD,2024-06-18 00:00:00+05:30,30-07-2024,550.85,580,183,5334.45
RKFORGE,2024-06-24 00:00:00+05:30,05-08-2024,896.8,844.8,72,-3744
BAJAJHLDNG,2024-07-08 00:00:00+05:30,05-08-2024,9905.15,9121.4,14,-10972.5
APLLTD,2024-07-29 00:00:00+05:30,09-08-2024,1239.05,1130.35,100,-10870
ORIENTCEM,2024-07-01 00:00:00+05:30,12-08-2024,314.15,340.7,234,6212.7
NIACL,2024-07-08 00:00:00+05:30,13-08-2024,275.82,238.8,271,-10032.42
PERSISTENT,2024-07-08 00:00:00+05:30,19-08-2024,4586.3,4874.5,26,7493.2
PCJEWELLER,2024-07-15 00:00:00+05:30,26-08-2024,7.07,11.98,8322,40861.02
NH,2024-09-09 00:00:00+05:30,17-09-2024,1377,1283.85,123,-11457.45
PTC,2024-09-16 00:00:00+05:30,19-09-2024,242.16,214.65,496,-13644.96
EDELWEISS,2024-08-26 00:00:00+05:30,23-09-2024,109.85,140.63,418,12866.04
SHK,2024-08-26 00:00:00+05:30,24-09-2024,237.77,300.42,188,11778.2
VAKRANGEE,2024-09-30 00:00:00+05:30,04-10-2024,35.73,30.71,4092,-20541.84
EDELWEISS,2024-08-26 00:00:00+05:30,07-10-2024,109.85,115.4,1133,6288.15
SHK,2024-08-26 00:00:00+05:30,07-10-2024,237.77,293.85,547,30675.76
TATAPOWER,2024-09-30 00:00:00+05:30,07-10-2024,482.6,441.3,327,-13505.1
BAJAJFINSV,2024-09-02 00:00:00+05:30,08-10-2024,1840.55,1838.15,145,-348
ABB,2024-10-14 00:00:00+05:30,23-10-2024,8570.5,7703.8,22,-19067.4
CARERATING,2024-10-14 00:00:00+05:30,24-10-2024,1213.6,1407,61,11797.4
CARERATING,2024-10-14 00:00:00+05:30,25-11-2024,1213.6,1477.25,132,34801.8
BANKBARODA,2024-12-09 00:00:00+05:30,20-12-2024,254.17,232.57,693,-14968.8
LT,2024-12-09 00:00:00+05:30,20-12-2024,3947.3,3629.85,43,-13650.35
ZENSARTECH,2024-12-16 00:00:00+05:30,23-12-2024,811.35,741.45,88,-6151.2
BEML,2024-12-16 00:00:00+05:30,26-12-2024,2228.8,2005.6,28,-6249.6
SBIN,2024-12-09 00:00:00+05:30,27-12-2024,858.05,799.65,337,-19680.8
NAVINFLUOR,2024-12-09 00:00:00+05:30,30-12-2024,3533.1,3217.5,47,-14833.2
INDOSTAR,2024-12-09 00:00:00+05:30,30-12-2024,315.35,273.65,211,-8798.7
ITI,2024-12-16 00:00:00+05:30,06-01-2025,373,544.35,34,5825.9
ITI,2024-12-16 00:00:00+05:30,09-01-2025,373,440.4,120,8088
LEMONTREE,2024-12-16 00:00:00+05:30,10-01-2025,149.73,140.35,674,-6322.12
ASHOKA,2024-12-09 00:00:00+05:30,20-01-2025,284.61,285.25,535,342.4
M&MFIN,2025-03-24 00:00:00+05:30,02-04-2025,278.3,255.05,524,-12183
GODREJIND,2025-03-24 00:00:00+05:30,04-04-2025,1237.65,1079.4,117,-18515.25
TATASTEEL,2025-03-24 00:00:00+05:30,04-04-2025,154.81,137.19,1454,-25619.48
HINDALCO,2025-03-24 00:00:00+05:30,04-04-2025,701.5,599.95,266,-27012.3
HDFCBANK,2025-04-01 00:00:00+05:30,22-04-2025,883.9,980.8,41,3972.9
ICICIBANK,2025-04-01 00:00:00+05:30,02-05-2025,1318.45,1432.4,28,3190.6
COROMANDEL,2025-03-24 00:00:00+05:30,05-05-2025,1986,2228.2,60,14532
AXISBANK,2025-04-21 00:00:00+05:30,09-05-2025,1223,1151.1,113,-8124.7
GODFRYPHLP,2025-04-01 00:00:00+05:30,13-05-2025,2369,2998,20,12580
MAHSCOOTER,2025-04-01 00:00:00+05:30,13-05-2025,10686.2,11536,7,5948.6
HDFCBANK,2025-04-01 00:00:00+05:30,13-05-2025,883.9,961.3,100,7740
ICICIBANK,2025-04-01 00:00:00+05:30,13-05-2025,1318.45,1430.6,57,6392.55
GRASIM,2025-04-15 00:00:00+05:30,27-05-2025,2718.6,2614.2,57,-5950.8
MARICO,2025-04-15 00:00:00+05:30,27-05-2025,711.85,715.65,154,585.2
CARERATING,2025-05-19 00:00:00+05:30,30-05-2025,1540.4,1796,22,5623.2
QUESS,2025-04-21 00:00:00+05:30,02-06-2025,337.22,306.64,251,-7675.58
BSE,2025-04-21 00:00:00+05:30,02-06-2025,2095,2693.3,22,13162.6
CEATLTD,2025-05-05 00:00:00+05:30,16-06-2025,3430.9,3638.8,28,5821.2
BIRLACORPN,2025-05-19 00:00:00+05:30,20-06-2025,1407.5,1266,76,-10754
THYROCARE,2025-05-12 00:00:00+05:30,23-06-2025,317.9,329.8,310,3689
INTELLECT,2025-05-19 00:00:00+05:30,30-06-2025,1062.15,1148.9,103,8935.25
CARERATING,2025-05-19 00:00:00+05:30,30-06-2025,1540.4,1788.2,46,11398.8
CCL,2025-05-19 00:00:00+05:30,30-06-2025,758.15,849.55,100,9140
CDSL,2025-06-02 00:00:00+05:30,14-07-2025,1682.9,1677.4,81,-445.5
SHILPAMED,2025-06-02 00:00:00+05:30,14-07-2025,442.8,452.95,207,2101.05
PFIZER,2025-06-02 00:00:00+05:30,14-07-2025,5623.5,5411,23,-4887.5
FSL,2025-06-02 00:00:00+05:30,14-07-2025,369.75,341.15,169,-4833.4
HCLTECH,2025-06-23 00:00:00+05:30,15-07-2025,1703.2,1566.4,78,-10670.4
PCJEWELLER,2025-07-14 00:00:00+05:30,25-07-2025,17.02,14.55,7157,-17677.79
WOCKPHARMA,2025-06-16 00:00:00+05:30,28-07-2025,1803.9,1682.9,40,-4840
TIMETECHNO,2025-06-23 00:00:00+05:30,04-08-2025,222.25,229.7,398,2965.1
DBL,2025-09-15 00:00:00+05:30,26-09-2025,560.75,508.95,251,-13001.8
YESBANK,2025-09-15 00:00:00+05:30,10-10-2025,21.01,24,2576,7702.24
PGHH,2025-10-06 00:00:00+05:30,24-10-2025,14380,13552,11,-9108
NLCINDIA,2025-09-15 00:00:00+05:30,27-10-2025,261.92,260.5,869,-1233.98
BAJFINANCE,2025-09-15 00:00:00+05:30,27-10-2025,1009.85,1084.4,227,16922.85
YESBANK,2025-09-15 00:00:00+05:30,27-10-2025,21.01,22.77,6437,11329.12
HINDZINC,2025-10-06 00:00:00+05:30,06-11-2025,491.5,467.2,380,-9234
MRPL,2025-10-27 00:00:00+05:30,11-11-2025,146.63,174.67,212,5944.48
ASTRAZEN,2025-10-06 00:00:00+05:30,17-11-2025,9414.5,9140,11,-3019.5
MOIL,2025-10-13 00:00:00+05:30,18-11-2025,378,343.5,141,-4864.5
CANFINHOME,2025-10-13 00:00:00+05:30,18-11-2025,801.35,906.8,24,2530.8
CHOLAFIN,2025-10-13 00:00:00+05:30,24-11-2025,1647.2,1651.7,63,283.5
APLAPOLLO,2025-10-13 00:00:00+05:30,24-11-2025,1742.2,1716.2,55,-1430
CANFINHOME,2025-10-13 00:00:00+05:30,24-11-2025,801.35,890.2,50,4442.5
CESC,2025-10-27 00:00:00+05:30,24-11-2025,180.12,167.4,650,-8268
CHOLAHLDNG,2025-11-17 00:00:00+05:30,24-11-2025,1972.9,1826.3,41,-6010.6
MRPL,2025-10-27 00:00:00+05:30,27-11-2025,146.63,156.93,458,4717.4
FEDERALBNK,2025-10-27 00:00:00+05:30,02-12-2025,234.04,258.45,297,7249.77
FEDERALBNK,2025-10-27 00:00:00+05:30,08-12-2025,234.04,257.45,605,14163.05
KOTAKBANK,2025-10-27 00:00:00+05:30,08-12-2025,429.7,426.3,331,-1125.4
BERGEPAINT,2025-11-24 00:00:00+05:30,08-12-2025,579.3,539.1,301,-12100.2
KTKBANK,2025-11-24 00:00:00+05:30,15-12-2025,198.84,199.99,1335,1535.25
REDINGTON,2025-11-10 00:00:00+05:30,22-12-2025,287.5,274.85,225,-2846.25
AJANTPHARM,2025-12-15 00:00:00+05:30,01-01-2026,2642.1,2938.4,29,8592.7
AJANTPHARM,2025-12-15 00:00:00+05:30,16-01-2026,2642.1,2680.9,65,2522
SUPRAJIT,2025-12-29 00:00:00+05:30,21-01-2026,470.35,431.05,254,-9982.2
TECHM,2025-12-15 00:00:00+05:30,27-01-2026,1575.4,1745.1,64,10860.8
TECHM,2025-12-15 00:00:00+05:30,27-01-2026,1575.4,1745.1,141,23927.7
COROMANDEL,2025-12-22 00:00:00+05:30,02-02-2026,2395.7,2215.6,60,-10806
GLENMARK,2026-01-05 00:00:00+05:30,02-02-2026,2039.2,1920.4,85,-10098
TIMKEN,2026-02-09 00:00:00+05:30,13-02-2026,3287.1,3062.8,55,-12336.5
BLUESTARCO,2026-02-16 00:00:00+05:30,04-03-2026,1975.4,1843.6,71,-9357.8
PTC,2026-02-16 00:00:00+05:30,04-03-2026,172.95,157.3,662,-10360.3
EDELWEISS,2026-02-23 00:00:00+05:30,04-03-2026,123.18,107.79,467,-7187.13
GRINDWELL,2026-02-23 00:00:00+05:30,05-03-2026,1687.7,1571.2,38,-4427
MAHLOG,2026-02-16 00:00:00+05:30,13-03-2026,403.55,368.85,377,-13081.9
BANDHANBNK,2026-02-23 00:00:00+05:30,16-03-2026,173.65,162.54,577,-6410.47
VTL,2026-02-09 00:00:00+05:30,23-03-2026,507.05,538.8,426,13525.5
ABB,2026-02-09 00:00:00+05:30,23-03-2026,5815.5,6041.5,40,9040
LINDEINDIA,2026-02-16 00:00:00+05:30,30-03-2026,6768,6844,25,1900
