symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl
MAHSEAMLES,10-04-2023,16-05-2023,380.6,453.5,113,8237.7
MAHSEAMLES,10-04-2023,22-05-2023,380.6,435.45,114,6252.9
MINDACORP,10-04-2023,22-05-2023,254.45,279.3,263,6535.55
JKCEMENT,10-04-2023,22-05-2023,2935.05,2979.5,30,1333.5
SYNGENE,17-04-2023,28-04-2023,611.6,677,67,4381.8
DLF,17-04-2023,16-05-2023,415.35,471.75,106,5978.4
JBCHEPHARM,17-04-2023,16-05-2023,1071.9,999.9,53,-3816
EXIDEIND,17-04-2023,23-05-2023,188.1,209.4,190,4047
DLF,17-04-2023,29-05-2023,415.35,482.65,106,7133.8
OBEROIRLTY,17-04-2023,29-05-2023,916.8,929.65,88,1130.8
SYNGENE,17-04-2023,29-05-2023,611.6,714.5,68,6997.2
EXIDEIND,17-04-2023,29-05-2023,188.1,208.45,190,3866.5
IRCON,24-04-2023,02-05-2023,67.75,86.3,238,4414.9
PRSMJOHNSN,24-04-2023,05-06-2023,123.55,122.55,286,-286
IRCON,24-04-2023,05-06-2023,67.75,80.05,239,2939.7
KRBL,22-05-2023,31-05-2023,411.6,364.7,141,-6612.9
ASTRAL,22-05-2023,05-06-2023,1677.45,1884.85,18,3733.2
LUPIN,22-05-2023,21-06-2023,774.4,875.05,53,5334.45
NESCO,22-05-2023,03-07-2023,623.15,627.35,165,693
LUPIN,22-05-2023,03-07-2023,774.4,892.3,53,6248.7
ASTRAL,22-05-2023,03-07-2023,1677.45,1964.7,18,5170.5
EDELWEISS,29-05-2023,02-06-2023,46.45,36.75,1184,-11484.8
HEROMOTOCO,29-05-2023,04-07-2023,2611.4,2858.1,22,5427.4
HEROMOTOCO,29-05-2023,10-07-2023,2611.4,2949.7,23,7780.9
ITI,29-05-2023,10-07-2023,106.65,108.4,424,742
SUZLON,05-06-2023,07-06-2023,11.4,14.45,2214,6752.7
DIXON,05-06-2023,15-06-2023,3980.5,4577,7,4175.5
REPCOHOME,05-06-2023,05-07-2023,276.25,329.45,112,5958.4
REPCOHOME,05-06-2023,17-07-2023,276.25,314.1,113,4277.05
SUZLON,05-06-2023,17-07-2023,11.4,18.2,2214,15055.2
KOLTEPATIL,05-06-2023,17-07-2023,344.05,385.05,143,5863
DIXON,05-06-2023,17-07-2023,3980.5,4333.35,8,2822.8
ECLERX,05-06-2023,17-07-2023,857.4,913.8,56,3158.4
GILLETTE,03-07-2023,14-07-2023,5014.5,5662,9,5827.5
GILLETTE,03-07-2023,14-08-2023,5014.5,5350.5,10,3360
ZEEL,31-07-2023,10-08-2023,237.37,276.55,209,8188.62
ZEEL,31-07-2023,11-09-2023,237.37,274.05,210,7702.8
IPCALAB,31-07-2023,11-09-2023,873.5,899.7,132,3458.4
TNPL,28-08-2023,05-10-2023,265.4,254.8,376,-3985.6
IRB,11-09-2023,14-09-2023,17.08,15.92,6911,-8016.76
RADICO,12-11-2023,04-12-2023,1386.6,1649.5,39,10253.1
RADICO,12-11-2023,19-12-2023,1386.6,1541.65,39,6046.95
WABAG,12-11-2023,26-12-2023,566.8,598.05,179,5593.75
BPCL,20-11-2023,30-11-2023,171.2,191.35,328,6609.2
HINDPETRO,20-11-2023,04-12-2023,179.1,224.15,236,10631.8
HINDPETRO,20-11-2023,01-01-2024,179.1,239.15,237,14231.85
BPCL,20-11-2023,01-01-2024,171.2,208.6,329,12304.6
APOLLOTYRE,20-11-2023,01-01-2024,425.85,453.25,241,6603.4
BDL,04-12-2023,18-12-2023,616.8,764.6,62,9163.6
BDL,04-12-2023,15-01-2024,616.8,877.85,62,16185.1
AMBUJACEM,11-12-2023,23-01-2024,504,525.05,197,4146.85
INDIACEM,11-12-2023,23-01-2024,269.5,235.35,219,-7478.85
CASTROLIND,26-12-2023,17-01-2024,177.43,163.24,485,-6882.15
HFCL,26-12-2023,24-01-2024,85.8,105.65,327,6490.95
HERITGFOOD,26-12-2023,06-02-2024,303.4,316.5,293,3838.3
HFCL,26-12-2023,06-02-2024,85.8,103.5,327,5787.9
AVANTIFEED,15-01-2024,23-01-2024,552.25,512.05,173,-6954.6
RAIN,29-01-2024,12-02-2024,186,170.9,701,-10585.1
LINDEINDIA,26-03-2024,19-04-2024,6390.7,7372.75,8,7856.4
DMART,26-03-2024,07-05-2024,4486.2,4660.45,41,7144.25
LINDEINDIA,26-03-2024,07-05-2024,6390.7,7983.1,9,14331.6
CARBORUNIV,01-04-2024,02-05-2024,1298.35,1506.6,38,7913.5
CARBORUNIV,01-04-2024,13-05-2024,1298.35,1506.75,38,7919.2
MUTHOOTFIN,08-04-2024,21-05-2024,1674.2,1703.4,50,1460
HINDZINC,15-04-2024,03-05-2024,407.25,470.1,114,7164.9
HINDZINC,15-04-2024,27-05-2024,407.25,706.9,115,34459.75
CUB,22-04-2024,22-05-2024,156.7,143.9,456,-5836.8
KOLTEPATIL,29-04-2024,10-05-2024,548.15,486.5,58,-3575.7
ESCORTS,29-04-2024,16-05-2024,3287.35,3748.55,11,5073.2
BHARATFORG,29-04-2024,16-05-2024,1282,1483,22,4422
ESCORTS,29-04-2024,10-06-2024,3287.35,4051.9,11,8410.05
BHARATFORG,29-04-2024,10-06-2024,1282,1580.8,22,6573.6
AAVAS,29-04-2024,10-06-2024,1619.7,1735.3,31,3583.6
EMAMILTD,21-05-2024,30-05-2024,511.45,611.85,77,7730.8
BALKRISIND,21-05-2024,04-06-2024,3052.7,2897.55,50,-7757.5
JISLJALEQS,21-05-2024,04-06-2024,64.55,55,718,-6856.9
VARROC,21-05-2024,04-06-2024,581.05,512.9,104,-7087.6
BLUEDART,21-05-2024,02-07-2024,7288.85,8218.15,14,13010.2
EMAMILTD,21-05-2024,02-07-2024,511.45,723.35,77,16316.3
ASTRAZEN,27-05-2024,04-06-2024,6432.8,5639.8,10,-7930
LALPATHLAB,27-05-2024,08-07-2024,1316.2,1453.2,57,7809
JKPAPER,10-06-2024,14-06-2024,419.4,490.8,109,7782.6
RCF,10-06-2024,20-06-2024,168.1,222.26,241,13052.56
RCF,10-06-2024,25-06-2024,168.1,189.18,242,5101.36
JKPAPER,10-06-2024,09-07-2024,419.4,562.85,109,15636.05
DBCORP,10-06-2024,10-07-2024,306.8,384.85,89,6946.45
SUNTECK,10-06-2024,16-07-2024,524.75,630.05,82,8634.6
SUNTECK,10-06-2024,22-07-2024,524.75,609.75,83,7055
DBCORP,10-06-2024,22-07-2024,306.8,349.6,89,3809.2
3MINDIA,18-06-2024,30-07-2024,37068.55,39600.65,2,5064.2
JUBLFOOD,18-06-2024,30-07-2024,550.85,580,144,4197.6
RKFORGE,24-06-2024,05-08-2024,896.8,844.8,60,-3120
ORIENTCEM,01-07-2024,12-08-2024,314.15,340.7,182,4832.1
BAJAJHLDNG,08-07-2024,05-08-2024,9905.15,9121.4,10,-7837.5
NIACL,08-07-2024,13-08-2024,275.82,238.8,191,-7070.82
PERSISTENT,08-07-2024,19-08-2024,4586.3,4874.5,17,4899.4
PCJEWELLER,15-07-2024,26-07-2024,7.07,8.58,4295,6485.45
PCJEWELLER,15-07-2024,26-08-2024,7.07,11.98,4295,21088.45
APLLTD,29-07-2024,09-08-2024,1239.05,1130.35,68,-7391.6
EDELWEISS,26-08-2024,23-09-2024,109.85,140.63,474,14589.72
SHK,26-08-2024,24-09-2024,237.77,300.42,230,14409.5
EDELWEISS,26-08-2024,07-10-2024,109.85,115.4,474,2630.7
SHK,26-08-2024,07-10-2024,237.77,293.85,231,12954.48
BAJAJFINSV,02-09-2024,08-10-2024,1840.55,1838.15,94,-225.6
NH,09-09-2024,17-09-2024,1377,1283.85,84,-7824.6
PTC,16-09-2024,19-09-2024,242.16,214.65,354,-9738.54
VAKRANGEE,30-09-2024,04-10-2024,35.73,30.71,2889,-14502.78
TATAPOWER,30-09-2024,07-10-2024,482.6,441.3,239,-9870.7
ABB,14-10-2024,23-10-2024,8570.5,7703.8,14,-12133.8
CARERATING,14-10-2024,24-10-2024,1213.6,1407,59,11410.6
CARERATING,14-10-2024,25-11-2024,1213.6,1477.25,59,15555.35
BANKBARODA,09-12-2024,20-12-2024,254.17,232.57,454,-9806.4
LT,09-12-2024,20-12-2024,3947.3,3629.85,30,-9523.5
SBIN,09-12-2024,27-12-2024,858.05,799.65,210,-12264
NAVINFLUOR,09-12-2024,30-12-2024,3533.1,3217.5,32,-10099.2
INDOSTAR,09-12-2024,30-12-2024,315.35,273.65,157,-6546.9
ZENSARTECH,16-12-2024,23-12-2024,811.35,741.45,73,-5102.7
BEML,16-12-2024,26-12-2024,2228.8,2005.6,23,-5133.6
,616,,,,,396841.84
,39.684184,,,,,
,23.51416747,,,,,
